"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"310M100US27620","Jefferson City, MO Metro Area","57934","1724","5.3","1.3","5.7","1.9","13.2","2.4","14.9","2.0","13.2","2.1","20.7","2.3","1.9","10.9","1.7","2.9","1.1","1.5","0.7","46835","4021","59236","3175","37.6","(X)","(X)","(X)","(X)","(X)","37856","2086","2.2","1.0","3.5","1.7","8.9","2.0","11.7","2.4","11.6","2.4","26.5","3.2","15.2","2.6","14.3","2.3","4.3","1.6","1.9","1.0","59902","3987","70381","4639","(X)","(X)","36.1","(X)","(X)","(X)","28507","1866","1.0","0.9","1.7","1.2","4.6","1.5","9.5","2.5","11.4","2.9","27.2","3.7","18.5","3.2","18.2","2.7","5.7","2.1","2.2","1.3","69584","3841","11.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20078","2061","11.9","3.4","10.6","3.8","23.6","5.3","20.5","4.8","3.7","9.1","2.9","3.7","1.5","3.9","2.4","0.0","0.6","0.8","0.9","26805","2582","35950","4384","(X)","(X)","(X)","(X)","39.3","(X)","15.8"
"310M100US27740","Johnson City, TN Metro Area","83530","2247","10.0","1.6","8.2","1.4","15.5","2.1","11.3","1.6","16.7","2.3","19.1","2.5","1.5","6.8","1.1","1.6","0.5","2.5","0.8","39137","1915","53924","3551","28.0","(X)","(X)","(X)","(X)","(X)","51231","2150","7.4","1.8","4.4","1.3","11.3","2.2","9.7","1.9","17.4","2.4","23.2","3.5","10.5","2.1","10.1","1.6","2.6","0.9","3.3","1.2","49749","2517","65192","4814","(X)","(X)","29.9","(X)","(X)","(X)","38273","1999","3.5","1.9","1.7","0.9","9.3","2.4","9.1","1.9","16.4","2.7","25.7","4.3","13.4","2.6","13.2","2.1","3.5","1.2","4.3","1.6","58391","3021","8.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32299","2144","16.1","3.2","15.3","2.9","20.6","3.5","15.4","3.4","3.3","11.9","3.0","4.5","2.0","1.5","0.8","0.0","0.5","1.3","0.9","22978","3326","34648","5630","(X)","(X)","(X)","(X)","24.4","(X)","13.5"
"310M100US27780","Johnstown, PA Metro Area","58228","1397","8.4","1.4","10.0","1.5","13.1","1.5","12.1","1.5","16.4","1.8","18.1","1.9","1.3","8.2","1.3","1.9","0.8","1.8","0.6","39969","2103","53409","2733","25.9","(X)","(X)","(X)","(X)","(X)","37266","1463","4.9","1.4","3.9","1.2","9.1","1.5","12.3","2.0","18.0","2.4","21.8","2.5","13.6","1.6","11.5","1.8","2.2","0.8","2.8","0.9","52802","3142","65400","3607","(X)","(X)","27.9","(X)","(X)","(X)","27432","1374","1.8","0.9","1.6","0.8","7.0","1.3","9.9","1.9","18.2","2.5","24.7","3.1","16.5","2.1","13.7","2.3","2.9","1.0","3.7","1.2","61238","3233","10.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20962","1623","15.4","3.1","21.5","3.3","20.6","2.7","13.1","2.6","2.6","10.5","2.9","3.2","1.6","2.1","1.4","0.7","0.9","0.2","0.2","20384","1646","30089","2508","(X)","(X)","(X)","(X)","21.9","(X)","12.6"
"310M100US27860","Jonesboro, AR Metro Area","47481","1244","9.9","2.1","6.5","1.5","13.7","2.5","11.0","2.2","16.9","2.4","17.6","2.7","2.2","9.2","1.9","1.3","0.7","2.9","1.6","41551","2066","56174","4338","23.2","(X)","(X)","(X)","(X)","(X)","32596","1440","5.2","1.8","2.9","1.2","10.2","2.2","9.4","2.7","20.7","3.5","20.5","3.4","14.0","3.2","11.5","2.7","1.3","0.8","4.2","2.3","51384","3295","67168","6055","(X)","(X)","22.7","(X)","(X)","(X)","23205","1568","1.0","0.7","1.5","0.9","6.3","2.4","10.7","3.3","18.8","4.0","23.4","4.2","15.4","3.7","15.8","3.7","1.6","1.1","5.7","3.2","60385","3808","11.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14885","1428","21.3","5.7","15.4","4.0","21.4","5.9","13.7","3.8","4.2","8.1","4.3","4.6","2.7","3.0","1.6","1.1","1.5","0.0","0.9","21529","2293","30057","4422","(X)","(X)","(X)","(X)","22.1","(X)","11.5"
"310M100US27900","Joplin, MO Metro Area","68745","1507","10.4","1.8","8.0","1.5","15.3","2.4","11.3","1.6","16.5","2.2","18.1","2.2","1.7","6.6","1.4","1.6","0.7","1.5","0.7","38229","2372","52436","4071","31.0","(X)","(X)","(X)","(X)","(X)","45352","1857","6.2","1.7","4.2","1.4","12.0","2.5","11.1","2.0","19.3","3.0","20.1","2.8","13.9","2.3","8.5","1.8","2.4","1.1","2.3","1.1","47986","2843","63308","6379","(X)","(X)","29.2","(X)","(X)","(X)","34499","2110","1.9","1.1","2.9","1.3","8.9","2.7","10.4","2.3","19.7","3.2","23.2","3.3","16.6","2.8","10.3","2.3","3.1","1.3","3.0","1.5","55905","4411","10.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23393","2175","21.3","4.3","15.7","3.9","22.7","4.6","11.1","3.1","3.1","12.3","3.5","2.9","1.7","2.6","1.7","0.1","0.2","0.0","0.6","20586","1381","28768","2683","(X)","(X)","(X)","(X)","32.6","(X)","11.3"
"310M100US27980","Kahului-Wailuku, HI Micro Area","52120","1977","4.8","1.6","5.0","1.6","8.7","2.1","6.7","1.8","14.9","2.8","20.7","2.5","2.1","15.2","2.2","4.8","1.3","4.7","1.3","61207","3554","78500","5051","25.8","(X)","(X)","(X)","(X)","(X)","34861","1802","2.9","1.5","3.4","1.7","6.6","2.0","6.3","1.7","14.5","3.2","19.3","3.3","16.6","2.7","18.4","2.7","6.0","1.6","5.9","1.7","71311","4208","88115","6071","(X)","(X)","27.1","(X)","(X)","(X)","25845","1848","0.3","0.3","1.6","1.2","5.2","2.0","3.8","1.5","14.5","3.9","20.0","4.0","18.0","3.2","21.5","3.6","7.9","2.2","7.1","2.2","79947","4367","14.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17259","1725","10.9","4.2","7.3","3.2","12.5","4.4","9.0","3.3","5.0","22.8","5.7","11.5","3.7","7.5","3.5","0.1","0.2","1.2","0.8","43743","4578","52584","6484","(X)","(X)","(X)","(X)","21.6","(X)","17.1"
"310M100US28020","Kalamazoo-Portage, MI Metro Area","128529","2111","9.9","1.2","6.6","0.9","13.2","1.3","11.6","1.0","13.9","1.2","18.6","1.5","1.1","9.8","1.1","3.0","0.7","2.5","0.5","44326","2289","59210","2071","22.0","(X)","(X)","(X)","(X)","(X)","78278","2425","4.4","1.0","4.2","1.2","8.4","1.5","11.1","1.5","13.7","1.6","22.1","2.0","13.3","1.7","14.0","1.6","4.7","1.1","4.0","0.8","57224","2837","74887","2978","(X)","(X)","21.4","(X)","(X)","(X)","57461","2321","0.8","0.4","1.6","0.6","5.4","1.1","9.0","1.5","13.9","1.8","23.4","2.1","16.3","2.3","18.2","2.1","6.3","1.4","5.1","1.0","69385","2464","10.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","50251","2407","19.8","2.8","10.9","1.8","20.4","2.2","13.9","2.3","2.1","12.4","2.1","5.6","1.6","2.5","0.9","0.2","0.2","0.3","0.3","24142","2735","32464","1974","(X)","(X)","(X)","(X)","21.3","(X)","13.8"
"310M100US28060","Kalispell, MT Micro Area","37405","1821","7.0","2.1","3.8","1.2","14.9","3.0","11.4","2.7","17.0","2.6","19.5","3.5","2.8","9.7","2.3","2.5","1.0","2.8","1.6","46444","3848","64227","9187","32.1","(X)","(X)","(X)","(X)","(X)","25546","1898","2.2","1.1","2.2","1.2","9.5","2.9","9.6","3.1","18.7","3.7","24.5","4.4","14.2","3.8","13.0","3.0","2.4","1.0","3.8","2.2","54820","3820","77262","12527","(X)","(X)","30.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60690","6417","11.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11859","1618","17.3","5.7","8.1","3.7","26.6","6.5","14.7","4.7","4.8","8.4","4.5","5.5","3.3","2.3","2.2","2.6","2.2","0.8","0.9","23558","5054","35804","5051","(X)","(X)","(X)","(X)","35.2","(X)","13.6"
"310M100US28100","Kankakee-Bradley, IL Metro Area","41267","1131","8.6","2.0","6.1","1.8","9.9","2.0","9.2","1.9","14.1","2.2","19.8","2.6","2.2","15.3","2.8","3.0","1.2","1.7","0.8","51703","2711","62856","3194","30.3","(X)","(X)","(X)","(X)","(X)","27784","1342","6.7","2.2","4.6","2.1","7.0","1.8","7.3","1.8","11.7","2.4","20.3","3.2","15.5","2.8","20.3","3.7","4.4","1.7","2.2","1.2","64747","4508","74224","4507","(X)","(X)","29.0","(X)","(X)","(X)","19331","1300","0.3","0.3","0.6","0.6","5.0","1.9","5.7","1.9","12.4","3.1","21.5","4.0","18.5","3.6","26.8","4.8","6.1","2.5","3.0","1.7","80474","3992","12.3","90073","5736","(X)","(X)","(X)","(X)","(X)","(X)","13483","1158","14.9","4.0","10.3","3.2","14.8","4.4","12.3","3.5","4.6","20.2","4.3","5.2","3.3","3.5","2.9","0.4","0.6","0.0","1.0","32141","4908","36597","3374","(X)","(X)","(X)","(X)","31.2","(X)","18.4"
"310M100US28140","Kansas City, MO-KS Metro Area","801060","5743","6.8","0.4","4.8","0.4","9.8","0.5","10.0","0.5","14.5","0.6","18.7","0.6","0.5","13.5","0.5","4.4","0.3","4.1","0.3","54519","850","72496","1097","22.6","(X)","(X)","(X)","(X)","(X)","522155","8320","4.7","0.5","2.6","0.3","7.1","0.5","7.8","0.6","12.8","0.6","19.5","0.9","16.2","0.7","17.9","0.6","5.9","0.4","5.5","0.4","69626","1088","86633","1566","(X)","(X)","22.7","(X)","(X)","(X)","389140","8027","1.0","0.2","1.3","0.3","4.1","0.5","6.0","0.5","11.3","0.7","20.5","1.0","18.8","0.8","22.2","0.8","7.7","0.6","7.2","0.5","81788","1032","13.4","101635","1972","(X)","(X)","(X)","(X)","(X)","(X)","278905","7018","12.3","0.9","9.1","0.8","15.4","1.0","14.6","1.2","1.0","16.4","1.0","7.3","0.8","4.9","0.7","1.4","0.3","1.1","0.3","33543","1477","43678","1168","(X)","(X)","(X)","(X)","20.7","(X)","17.5"
"310M100US28180","Kapaa, HI Micro Area","22569","1084","5.4","1.8","1.6","1.0","10.2","3.2","7.6","2.6","14.9","3.1","21.6","4.3","3.2","15.8","3.4","4.4","1.6","3.2","1.4","59238","5813","72492","4387","37.4","(X)","(X)","(X)","(X)","(X)","14998","1246","3.6","2.2","1.3","1.1","6.2","2.7","8.3","3.3","11.5","3.0","22.8","4.5","17.4","3.9","18.5","3.9","6.3","2.4","4.1","1.9","70535","6989","82207","5440","(X)","(X)","36.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77020","6801","15.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7571","1083","13.4","5.2","2.2","1.6","16.5","7.7","7.5","4.1","6.5","19.3","6.9","9.5","4.7","7.9","5.8","0.5","0.8","1.1","1.4","41236","5868","47874","7639","(X)","(X)","(X)","(X)","38.4","(X)","22.2"
"310M100US28300","Keene, NH Micro Area","30301","1067","6.8","2.1","5.2","1.6","9.2","2.3","8.7","2.3","13.5","2.8","22.8","3.4","2.2","14.3","2.8","3.2","1.4","2.8","1.3","56238","3907","70524","7536","32.3","(X)","(X)","(X)","(X)","(X)","18807","1294","2.4","1.7","1.9","1.3","3.5","1.9","7.8","2.7","14.6","3.9","25.9","4.4","18.8","3.4","17.2","4.2","4.2","1.8","3.7","2.0","68571","3897","86070","10863","(X)","(X)","31.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80929","6931","13.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11494","1206","14.0","4.5","10.8","3.6","18.7","5.2","10.7","3.9","4.5","18.0","5.9","3.7","2.6","9.4","3.9","0.1","0.2","0.6","0.7","30702","6322","41675","4932","(X)","(X)","(X)","(X)","32.2","(X)","13.9"
"310M100US28420","Kennewick-Pasco-Richland, WA Metro Area","90215","1569","5.9","1.2","5.4","1.4","9.4","1.5","9.8","1.2","12.8","1.8","19.0","2.0","1.6","15.2","2.2","4.8","1.0","4.2","1.0","57189","2513","73614","3081","22.0","(X)","(X)","(X)","(X)","(X)","62849","2099","3.3","1.2","4.4","1.7","6.7","1.6","8.9","1.7","11.4","2.2","19.9","2.4","14.7","2.0","18.7","2.7","6.4","1.3","5.7","1.4","66830","4140","84262","4112","(X)","(X)","21.0","(X)","(X)","(X)","49044","2182","1.5","0.9","2.0","1.0","3.6","1.3","7.4","1.9","10.2","2.1","21.4","2.8","16.8","2.4","22.1","3.0","8.0","1.6","7.0","1.8","80382","4699","13.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27366","2103","12.6","3.3","9.5","3.0","17.1","3.4","11.7","2.5","3.7","16.0","3.3","8.6","2.8","5.9","2.3","1.0","0.9","0.7","0.7","33501","4653","45077","4262","(X)","(X)","(X)","(X)","23.0","(X)","17.0"
"310M100US28580","Key West, FL Micro Area","29241","1836","7.3","2.5","5.5","2.1","10.4","2.6","10.5","2.2","12.8","2.8","18.4","3.1","2.6","13.6","2.8","3.6","1.3","7.9","2.4","53637","4068","85017","8102","41.0","(X)","(X)","(X)","(X)","(X)","16725","1605","4.0","2.2","4.1","2.1","5.4","3.0","10.1","3.4","12.7","3.8","19.5","4.5","13.3","3.9","16.0","3.9","4.8","2.3","10.0","3.9","66909","6512","98169","13497","(X)","(X)","43.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75213","12194","10.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12516","1475","12.6","5.1","7.7","4.3","16.7","4.5","11.8","3.6","3.7","17.0","4.9","4.2","2.1","9.6","3.7","1.9","1.4","4.6","2.1","35710","4901","64820","10395","(X)","(X)","(X)","(X)","35.9","(X)","13.8"
"310M100US28660","Killeen-Temple-Fort Hood, TX Metro Area","133995","3314","7.5","1.1","4.8","0.8","10.6","1.2","12.0","1.5","16.3","1.4","20.4","1.8","1.5","11.0","1.4","3.1","0.8","2.1","0.6","48633","2236","61335","2174","22.6","(X)","(X)","(X)","(X)","(X)","99381","3488","4.5","1.1","3.6","0.9","9.1","1.5","11.5","1.7","16.1","1.9","21.4","2.1","14.0","1.7","13.1","1.6","3.9","1.0","2.8","0.8","56195","2339","68873","2834","(X)","(X)","23.1","(X)","(X)","(X)","73442","3366","1.6","0.8","1.9","0.8","7.2","1.6","9.1","1.8","14.3","1.9","24.5","2.5","17.0","2.1","16.0","1.8","5.3","1.3","3.2","0.9","64483","3154","12.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34614","2624","17.9","2.8","9.5","2.1","16.3","2.6","14.0","2.8","3.2","15.9","3.2","5.1","1.7","2.8","1.9","0.3","0.4","0.2","0.4","28410","3078","35159","2598","(X)","(X)","(X)","(X)","18.3","(X)","17.9"
"310M100US28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","127704","2676","9.4","1.1","7.4","0.9","15.6","1.6","14.0","1.3","15.3","1.5","17.9","1.5","1.1","7.5","1.0","1.9","0.5","1.9","0.6","37769","1476","52456","1937","21.8","(X)","(X)","(X)","(X)","(X)","83639","2941","5.0","1.2","3.9","0.8","11.7","1.8","13.5","1.6","16.6","1.6","21.2","2.1","12.2","1.4","10.5","1.5","2.8","0.7","2.7","0.8","49213","2964","63782","2824","(X)","(X)","22.2","(X)","(X)","(X)","65156","2367","1.1","0.4","2.5","0.7","9.8","1.6","12.4","1.6","17.1","2.0","22.9","2.2","14.5","1.8","13.2","1.8","3.3","0.8","3.1","1.0","56497","2690","9.0","72007","3581","(X)","(X)","(X)","(X)","(X)","(X)","44065","2427","19.0","2.8","14.4","2.3","22.1","3.1","15.5","2.8","2.4","10.3","2.1","2.9","1.1","1.7","0.8","0.2","0.2","0.6","0.4","22530","1456","29939","1877","(X)","(X)","(X)","(X)","20.4","(X)","13.2"
"310M100US28740","Kingston, NY Metro Area","70353","2266","5.4","1.1","4.6","1.2","12.3","1.9","9.0","1.4","12.2","1.6","18.3","2.0","1.8","14.7","2.0","4.5","1.0","4.2","1.0","57566","2287","77105","4503","32.1","(X)","(X)","(X)","(X)","(X)","44010","2389","3.1","1.1","2.7","1.5","7.6","1.8","7.9","1.6","11.7","2.0","18.8","2.4","18.3","2.5","18.3","2.6","7.0","1.6","4.5","1.3","71461","3757","90072","6747","(X)","(X)","31.5","(X)","(X)","(X)","32305","2110","1.4","0.8","2.4","1.7","4.4","1.5","5.0","1.2","11.7","2.3","18.3","2.7","20.5","3.1","21.9","3.1","8.7","2.0","5.7","1.6","84224","3404","14.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26343","1859","10.9","2.8","7.9","2.1","20.6","3.3","11.2","2.9","3.3","17.5","3.6","7.7","2.1","6.9","2.7","0.7","0.7","3.5","1.6","33843","5029","52846","6442","(X)","(X)","(X)","(X)","31.8","(X)","13.0"
"310M100US28900","Klamath Falls, OR Micro Area","29287","933","10.9","3.1","8.0","2.5","14.0","3.1","12.9","3.5","17.7","2.9","17.1","3.0","2.5","6.1","2.1","1.2","0.7","1.9","1.1","38987","5172","49315","3374","22.8","(X)","(X)","(X)","(X)","(X)","18973","1243","6.8","2.9","4.0","2.1","13.5","3.7","12.0","3.9","19.1","3.6","18.0","3.8","12.5","3.0","9.5","3.3","1.8","1.1","2.8","1.6","47758","3416","59182","5234","(X)","(X)","24.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","56947","9738","10.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10314","1240","23.4","7.6","13.4","5.1","19.7","6.5","13.8","6.1","3.9","12.9","5.1","5.4","3.9","0.0","1.5","0.0","1.5","0.4","0.6","21091","3741","28249","4117","(X)","(X)","(X)","(X)","14.0","(X)","11.0"
"310M100US28940","Knoxville, TN Metro Area","290393","2738","8.5","0.8","6.7","0.8","13.0","1.1","12.0","1.0","15.0","1.1","17.6","0.9","1.0","9.5","0.9","3.6","0.5","2.7","0.4","44766","1502","61051","1747","23.1","(X)","(X)","(X)","(X)","(X)","185307","4611","5.3","0.8","4.0","0.9","9.6","1.3","10.4","1.2","14.1","1.2","20.5","1.4","14.4","1.3","12.9","1.1","5.1","0.7","3.8","0.6","58482","1659","73736","2364","(X)","(X)","23.5","(X)","(X)","(X)","145022","4662","2.2","0.6","2.5","0.8","7.0","1.2","8.6","1.1","13.3","1.4","22.8","1.7","16.9","1.5","15.6","1.4","6.4","0.9","4.6","0.8","67466","2196","11.4","83639","2780","(X)","(X)","(X)","(X)","(X)","(X)","105086","4111","15.3","1.9","12.2","1.4","19.6","1.9","15.0","1.6","1.7","11.7","1.4","4.9","0.8","3.3","0.8","0.9","0.4","0.8","0.4","27086","1680","36864","1685","(X)","(X)","(X)","(X)","21.5","(X)","16.4"
"310M100US29020","Kokomo, IN Metro Area","40571","1474","11.6","2.1","4.5","1.6","13.1","2.4","14.0","2.3","15.5","2.3","16.9","2.6","1.8","11.2","1.8","2.4","0.8","1.2","0.8","39885","3206","53498","3090","26.4","(X)","(X)","(X)","(X)","(X)","25984","1525","6.8","2.0","2.1","1.3","9.0","3.1","14.2","3.0","14.4","2.7","20.8","3.5","13.4","2.4","14.2","2.4","3.4","1.2","1.8","1.2","52422","3361","64648","4374","(X)","(X)","23.0","(X)","(X)","(X)","19057","1402","1.8","1.1","1.8","1.5","5.4","2.2","11.8","3.3","15.5","3.2","21.0","3.8","16.8","2.8","18.9","3.2","4.6","1.6","2.5","1.6","63392","5677","9.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14587","1372","20.1","4.8","9.0","3.6","21.0","4.4","15.5","3.8","4.5","10.1","3.7","2.8","1.8","3.0","1.9","0.4","0.6","0.1","0.2","24997","3846","30898","2992","(X)","(X)","(X)","(X)","30.1","(X)","18.1"
"310M100US29100","La Crosse, WI-MN Metro Area","54799","1005","6.7","1.5","6.1","1.3","12.0","1.9","10.5","1.8","17.8","2.4","16.6","2.1","2.0","11.5","1.4","2.8","0.9","2.2","0.7","47642","2651","61681","2967","21.3","(X)","(X)","(X)","(X)","(X)","31990","1412","3.1","1.4","2.2","1.0","5.3","1.5","7.6","1.9","15.6","3.4","20.7","2.8","20.5","2.9","17.2","2.3","4.3","1.4","3.4","1.2","67143","3980","79217","3689","(X)","(X)","21.4","(X)","(X)","(X)","25922","1647","0.6","0.4","0.9","0.7","3.8","1.5","5.0","1.7","14.6","3.3","22.9","3.3","23.4","3.3","19.6","2.6","5.1","1.6","4.1","1.4","76084","2015","13.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22809","1550","12.6","3.2","11.4","2.6","21.4","3.9","15.8","3.7","4.0","10.9","2.7","2.3","1.2","2.7","1.2","0.7","0.7","0.6","0.6","27199","2597","35133","3702","(X)","(X)","(X)","(X)","19.6","(X)","21.5"
"310M100US29140","Lafayette, IN Metro Area","79034","1881","9.0","2.1","6.4","1.4","12.3","1.7","11.5","1.6","16.3","2.1","17.3","2.1","2.1","10.0","1.4","2.3","0.7","2.3","0.8","43881","2553","58573","2976","28.6","(X)","(X)","(X)","(X)","(X)","46283","2388","3.6","1.5","1.5","0.8","9.6","2.3","10.7","2.5","15.9","2.4","19.8","2.6","17.2","3.1","14.3","2.1","3.7","1.2","3.7","1.4","60357","3746","74663","4611","(X)","(X)","25.2","(X)","(X)","(X)","34748","2227","0.6","0.4","0.9","0.7","5.6","1.9","9.1","2.2","12.8","2.7","21.3","3.1","21.3","3.9","18.8","2.8","4.6","1.5","5.0","1.8","74666","4673","12.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32751","2117","17.2","4.2","13.3","3.1","18.2","3.4","14.8","2.8","3.3","12.6","3.0","5.1","2.2","2.3","1.5","0.4","0.4","0.2","0.3","25654","2818","33265","2970","(X)","(X)","(X)","(X)","31.8","(X)","15.9"
"310M100US29180","Lafayette, LA Metro Area","106842","2000","9.0","1.5","7.5","1.4","13.0","1.8","9.5","1.7","13.0","1.6","17.1","1.9","1.4","10.4","1.6","5.2","1.1","4.2","1.0","46813","2999","68704","3911","32.1","(X)","(X)","(X)","(X)","(X)","69254","2942","5.6","1.6","5.5","1.8","10.0","2.1","8.7","2.1","13.2","2.4","16.3","2.6","14.7","2.1","13.1","2.3","6.8","1.6","6.1","1.4","60119","6295","82904","5720","(X)","(X)","32.0","(X)","(X)","(X)","46837","2734","0.9","0.6","3.1","1.7","5.5","1.7","5.9","1.8","12.2","2.6","19.1","3.3","17.8","2.6","17.8","3.2","8.9","2.3","8.7","2.1","80034","4613","11.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37588","2749","16.8","3.3","11.4","3.0","19.1","3.5","11.7","3.1","3.1","15.6","3.4","3.4","1.2","5.1","2.1","2.3","1.8","0.4","0.4","26530","4470","39978","5039","(X)","(X)","(X)","(X)","30.7","(X)","14.2"
"310M100US29300","LaGrange, GA Micro Area","24539","1250","10.2","2.4","9.6","3.1","15.4","3.5","12.2","3.2","11.5","2.9","15.0","3.4","2.9","10.1","2.9","1.3","0.8","3.7","2.0","36739","4690","57509","6285","40.0","(X)","(X)","(X)","(X)","(X)","18259","1357","7.5","2.9","6.5","3.1","12.0","3.6","12.4","4.3","11.5","3.1","18.5","5.0","13.5","3.6","12.1","3.6","1.7","1.0","4.3","2.5","50077","6021","64489","6682","(X)","(X)","41.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71459","7206","11.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6280","1109","20.7","7.0","18.0","6.5","27.7","7.7","11.5","4.9","5.8","8.3","5.1","2.5","2.5","0.0","2.8","0.0","2.8","2.0","2.3","17376","4312","32137","12610","(X)","(X)","(X)","(X)","29.7","(X)","9.2"
"310M100US29340","Lake Charles, LA Metro Area","77201","1771","8.7","1.7","8.7","1.6","12.8","2.0","10.6","1.8","13.8","2.2","18.7","2.3","1.8","11.4","1.6","2.4","0.8","3.2","1.0","45102","2438","59611","2885","33.9","(X)","(X)","(X)","(X)","(X)","53139","2250","4.5","1.7","6.2","1.9","8.7","2.1","8.6","2.0","15.4","2.7","21.0","2.7","12.9","2.5","15.1","2.3","3.2","1.1","4.4","1.4","56468","4646","71347","3710","(X)","(X)","35.9","(X)","(X)","(X)","36310","2141","1.3","0.9","2.8","1.6","4.7","2.0","7.2","2.3","15.9","3.3","21.9","3.3","15.2","3.0","20.1","3.1","4.7","1.6","6.4","2.1","71408","3645","9.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24062","1819","18.7","4.0","14.9","3.4","23.7","5.0","14.5","4.0","3.6","12.0","3.6","2.8","1.7","2.7","1.3","0.3","0.5","0.7","0.7","21988","2273","31604","4038","(X)","(X)","(X)","(X)","28.0","(X)","9.7"
