"","MSA","year","FIRM","ESTB","naics_code","naics_descr"
"696",45860,2010,39,118,"522","Credit intermediation and related activities"
"697",45860,2010,37,44,"523","Securities, commodity contracts, and other financial investments and related activities"
"698",45860,2010,65,72,"524","Insurance carriers and related activities"
"699",45860,2010,1,1,"525","Funds, trusts, and other financial vehicles"
"700",45860,2010,126,140,"53","Real estate and rental and leasing"
"701",45860,2010,107,120,"531","Real estate"
"702",45860,2010,19,20,"532","Rental and leasing services"
"703",45860,2010,410,414,"54","Professional, scientific, and technical services"
"704",45860,2010,410,414,"541","Professional, scientific, and technical services"
"705",45860,2010,16,17,"55","Management of companies and enterprises"
"706",45860,2010,16,17,"551","Management of companies and enterprises"
"707",45860,2010,339,343,"56","Administrative and support and waste management and remediation services"
"708",45860,2010,313,316,"561","Administrative and support services"
"709",45860,2010,26,27,"562","Waste management and remediation services"
"710",45860,2010,75,77,"61","Educational services"
"711",45860,2010,75,77,"611","Educational services"
"712",45860,2010,427,510,"62","Health care and social assistance"
"713",45860,2010,298,335,"621","Ambulatory health care services"
"714",45860,2010,4,4,"622","Hospitals"
"715",45860,2010,44,71,"623","Nursing and residential care facilities"
"716",45860,2010,90,100,"624","Social assistance"
"717",45860,2010,128,131,"71","Arts, entertainment, and recreation"
"718",45860,2010,47,47,"711","Performing arts, spectator sports, and related industries"
"719",45860,2010,16,17,"712","Museums, historical sites, and similar institutions"
"720",45860,2010,65,67,"713","Amusement, gambling, and recreation industries"
"721",45860,2010,387,416,"72","Accommodation and food services"
"722",45860,2010,39,39,"721","Accommodation"
"723",45860,2010,348,377,"722","Food services and drinking places"
"724",45860,2010,501,505,"81","Other services (except public administration)"
"725",45860,2010,160,163,"811","Repair and maintenance"
"726",45860,2010,141,142,"812","Personal and laundry services"
"727",45860,2010,200,200,"813","Religious, grantmaking, civic, professional, and similar organizations"
"728",45860,2010,13,13,"99","Industries not classified"
"729",49340,2010,14987,17625,"--","Total"
"730",49340,2010,28,28,"11","Agriculture, forestry, fishing and hunting"
"731",49340,2010,11,11,"113","Forestry and logging"
"732",49340,2010,17,17,"115","Support activities for agriculture and forestry"
"733",49340,2010,12,12,"21","Mining, quarrying, and oil and gas extraction"
"734",49340,2010,2,2,"211","Oil and gas extraction"
"735",49340,2010,8,8,"212","Mining (except oil and gas)"
"736",49340,2010,2,2,"213","Support activities for mining"
"737",49340,2010,17,45,"22","Utilities"
"738",49340,2010,17,45,"221","Utilities"
"739",49340,2010,1938,1942,"23","Construction"
"740",49340,2010,532,532,"236","Construction of buildings"
"741",49340,2010,113,113,"237","Heavy and civil engineering construction"
"742",49340,2010,1295,1297,"238","Specialty trade contractors"
"743",49340,2010,938,973,"31-33","Manufacturing"
"744",49340,2010,46,46,"311","Food manufacturing"
"745",49340,2010,9,9,"312","Beverage and tobacco product manufacturing"
"746",49340,2010,13,13,"313","Textile mills"
"747",49340,2010,12,12,"314","Textile product mills"
"748",49340,2010,10,10,"315","Apparel manufacturing"
"749",49340,2010,3,3,"316","Leather and allied product manufacturing"
"750",49340,2010,25,25,"321","Wood product manufacturing"
"751",49340,2010,29,32,"322","Paper manufacturing"
"752",49340,2010,79,81,"323","Printing and related support activities"
"753",49340,2010,8,10,"324","Petroleum and coal products manufacturing"
"754",49340,2010,45,47,"325","Chemical manufacturing"
"755",49340,2010,73,75,"326","Plastics and rubber products manufacturing"
"756",49340,2010,41,44,"327","Nonmetallic mineral product manufacturing"
"757",49340,2010,14,15,"331","Primary metal manufacturing"
"758",49340,2010,203,206,"332","Fabricated metal product manufacturing"
"759",49340,2010,106,106,"333","Machinery manufacturing"
"760",49340,2010,56,58,"334","Computer and electronic product manufacturing"
"761",49340,2010,33,33,"335","Electrical equipment, appliance, and component manufacturing"
"762",49340,2010,13,13,"336","Transportation equipment manufacturing"
"763",49340,2010,53,54,"337","Furniture and related product manufacturing"
"764",49340,2010,81,81,"339","Miscellaneous manufacturing"
"765",49340,2010,873,916,"42","Wholesale trade"
"766",49340,2010,544,576,"423","Merchant wholesalers, durable goods"
"767",49340,2010,219,227,"424","Merchant wholesalers, nondurable goods"
"768",49340,2010,113,113,"425","Wholesale electronic markets and agents and brokers"
"769",49340,2010,1901,2622,"44-45","Retail trade"
"770",49340,2010,238,308,"441","Motor vehicle and parts dealers"
"771",49340,2010,97,119,"442","Furniture and home furnishings stores"
"772",49340,2010,81,118,"443","Electronics and appliance stores"
"773",49340,2010,190,239,"444","Building material and garden equipment and supplies dealers"
"774",49340,2010,420,503,"445","Food and beverage stores"
"775",49340,2010,82,201,"446","Health and personal care stores"
"776",49340,2010,158,253,"447","Gasoline stations"
"777",49340,2010,150,243,"448","Clothing and clothing accessories stores"
"778",49340,2010,106,138,"451","Sporting goods, hobby, book, and music stores"
"779",49340,2010,35,92,"452","General merchandise stores"
"780",49340,2010,195,236,"453","Miscellaneous store retailers"
"781",49340,2010,165,172,"454","Nonstore retailers"
"782",49340,2010,385,427,"48-49","Transportation and warehousing"
"783",49340,2010,4,4,"481","Air transportation"
"784",49340,2010,191,201,"484","Truck transportation"
"785",49340,2010,81,95,"485","Transit and ground passenger transportation"
"786",49340,2010,62,64,"488","Support activities for transportation"
"787",49340,2010,23,28,"492","Couriers and messengers"
"788",49340,2010,31,35,"493","Warehousing and storage"
"789",49340,2010,158,260,"51","Information"
"790",49340,2010,52,57,"511","Publishing industries (except Internet)"
"791",49340,2010,30,32,"512","Motion picture and sound recording industries"
"792",49340,2010,18,20,"515","Broadcasting (except Internet)"
"793",49340,2010,29,119,"517","Telecommunications"
"794",49340,2010,16,19,"518","Data processing, hosting and related services"
"795",49340,2010,13,13,"519","Other information services"
"796",49340,2010,545,888,"52","Finance and insurance"
"797",49340,2010,137,396,"522","Credit intermediation and related activities"
"798",49340,2010,117,157,"523","Securities, commodity contracts, and other financial investments and related activities"
"799",49340,2010,300,335,"524","Insurance carriers and related activities"
"800",49340,2010,500,590,"53","Real estate and rental and leasing"
"801",49340,2010,414,471,"531","Real estate"
"802",49340,2010,83,116,"532","Rental and leasing services"
"803",49340,2010,3,3,"533","Lessors of nonfinancial intangible assets (except copyrighted works)"
"804",49340,2010,1784,1829,"54","Professional, scientific, and technical services"
"805",49340,2010,1784,1829,"541","Professional, scientific, and technical services"
"806",49340,2010,73,83,"55","Management of companies and enterprises"
"807",49340,2010,73,83,"551","Management of companies and enterprises"
"808",49340,2010,908,958,"56","Administrative and support and waste management and remediation services"
"809",49340,2010,825,870,"561","Administrative and support services"
"810",49340,2010,83,88,"562","Waste management and remediation services"
"811",49340,2010,264,276,"61","Educational services"
"812",49340,2010,264,276,"611","Educational services"
"813",49340,2010,1429,1988,"62","Health care and social assistance"
"814",49340,2010,1025,1174,"621","Ambulatory health care services"
"815",49340,2010,13,15,"622","Hospitals"
"816",49340,2010,110,341,"623","Nursing and residential care facilities"
"817",49340,2010,321,458,"624","Social assistance"
"818",49340,2010,269,280,"71","Arts, entertainment, and recreation"
"819",49340,2010,43,43,"711","Performing arts, spectator sports, and related industries"
"820",49340,2010,17,18,"712","Museums, historical sites, and similar institutions"
"821",49340,2010,209,219,"713","Amusement, gambling, and recreation industries"
"822",49340,2010,1414,1713,"72","Accommodation and food services"
"823",49340,2010,75,81,"721","Accommodation"
"824",49340,2010,1339,1632,"722","Food services and drinking places"
"825",49340,2010,1687,1751,"81","Other services (except public administration)"
"826",49340,2010,562,586,"811","Repair and maintenance"
"827",49340,2010,495,531,"812","Personal and laundry services"
"828",49340,2010,630,634,"813","Religious, grantmaking, civic, professional, and similar organizations"
"829",49340,2010,44,44,"99","Industries not classified"
"830",14460,2011,98935,121796,"--","Total"
"831",14460,2011,147,147,"11","Agriculture, forestry, fishing and hunting"
"832",14460,2011,12,12,"113","Forestry and logging"
"833",14460,2011,62,62,"114","Fishing, hunting and trapping"
"834",14460,2011,73,73,"115","Support activities for agriculture and forestry"
"835",14460,2011,43,45,"21","Mining, quarrying, and oil and gas extraction"
"836",14460,2011,6,6,"211","Oil and gas extraction"
"837",14460,2011,30,32,"212","Mining (except oil and gas)"
"838",14460,2011,7,7,"213","Support activities for mining"
"839",14460,2011,60,180,"22","Utilities"
"840",14460,2011,60,180,"221","Utilities"
"841",14460,2011,11058,11091,"23","Construction"
"842",14460,2011,3223,3229,"236","Construction of buildings"
"843",14460,2011,585,588,"237","Heavy and civil engineering construction"
"844",14460,2011,7255,7274,"238","Specialty trade contractors"
"845",14460,2011,4308,4487,"31-33","Manufacturing"
"846",14460,2011,413,423,"311","Food manufacturing"
"847",14460,2011,40,40,"312","Beverage and tobacco product manufacturing"
"848",14460,2011,44,45,"313","Textile mills"
"849",14460,2011,81,81,"314","Textile product mills"
"850",14460,2011,58,58,"315","Apparel manufacturing"
"851",14460,2011,28,29,"316","Leather and allied product manufacturing"
"852",14460,2011,92,92,"321","Wood product manufacturing"
"853",14460,2011,54,56,"322","Paper manufacturing"
"854",14460,2011,462,466,"323","Printing and related support activities"
"855",14460,2011,16,29,"324","Petroleum and coal products manufacturing"
"856",14460,2011,229,242,"325","Chemical manufacturing"
"857",14460,2011,158,165,"326","Plastics and rubber products manufacturing"
"858",14460,2011,125,137,"327","Nonmetallic mineral product manufacturing"
"859",14460,2011,44,45,"331","Primary metal manufacturing"
"860",14460,2011,815,820,"332","Fabricated metal product manufacturing"
"861",14460,2011,310,313,"333","Machinery manufacturing"
"862",14460,2011,523,562,"334","Computer and electronic product manufacturing"
"863",14460,2011,128,131,"335","Electrical equipment, appliance, and component manufacturing"
"864",14460,2011,96,96,"336","Transportation equipment manufacturing"
"865",14460,2011,201,202,"337","Furniture and related product manufacturing"
"866",14460,2011,452,455,"339","Miscellaneous manufacturing"
"867",14460,2011,5483,6178,"42","Wholesale trade"
"868",14460,2011,3011,3546,"423","Merchant wholesalers, durable goods"
"869",14460,2011,1546,1676,"424","Merchant wholesalers, nondurable goods"
"870",14460,2011,947,956,"425","Wholesale electronic markets and agents and brokers"
"871",14460,2011,11047,16549,"44-45","Retail trade"
"872",14460,2011,974,1299,"441","Motor vehicle and parts dealers"
"873",14460,2011,595,845,"442","Furniture and home furnishings stores"
"874",14460,2011,408,745,"443","Electronics and appliance stores"
"875",14460,2011,822,1112,"444","Building material and garden equipment and supplies dealers"
"876",14460,2011,2694,3196,"445","Food and beverage stores"
"877",14460,2011,474,1373,"446","Health and personal care stores"
"878",14460,2011,947,1302,"447","Gasoline stations"
"879",14460,2011,1136,2603,"448","Clothing and clothing accessories stores"
"880",14460,2011,637,989,"451","Sporting goods, hobby, book, and music stores"
"881",14460,2011,136,430,"452","General merchandise stores"
"882",14460,2011,1317,1651,"453","Miscellaneous store retailers"
"883",14460,2011,968,1004,"454","Nonstore retailers"
"884",14460,2011,2166,2477,"48-49","Transportation and warehousing"
"885",14460,2011,59,78,"481","Air transportation"
"886",14460,2011,25,27,"483","Water transportation"
"887",14460,2011,846,895,"484","Truck transportation"
"888",14460,2011,465,525,"485","Transit and ground passenger transportation"
"889",14460,2011,7,14,"486","Pipeline transportation"
"890",14460,2011,56,57,"487","Scenic and sightseeing transportation"
"891",14460,2011,500,533,"488","Support activities for transportation"
"892",14460,2011,111,190,"492","Couriers and messengers"
"893",14460,2011,120,158,"493","Warehousing and storage"
"894",14460,2011,1725,2787,"51","Information"
"895",14460,2011,649,756,"511","Publishing industries (except Internet)"
"896",14460,2011,306,337,"512","Motion picture and sound recording industries"
"897",14460,2011,95,143,"515","Broadcasting (except Internet)"
"898",14460,2011,204,962,"517","Telecommunications"
"899",14460,2011,283,335,"518","Data processing, hosting and related services"
"900",14460,2011,218,254,"519","Other information services"
"901",14460,2011,4148,7119,"52","Finance and insurance"
"902",14460,2011,3,3,"521","Monetary authorities- central bank"
"903",14460,2011,688,2565,"522","Credit intermediation and related activities"
"904",14460,2011,1583,2068,"523","Securities, commodity contracts, and other financial investments and related activities"
"905",14460,2011,1898,2454,"524","Insurance carriers and related activities"
"906",14460,2011,29,29,"525","Funds, trusts, and other financial vehicles"
"907",14460,2011,3570,4678,"53","Real estate and rental and leasing"
"908",14460,2011,3160,3999,"531","Real estate"
"909",14460,2011,383,651,"532","Rental and leasing services"
"910",14460,2011,27,28,"533","Lessors of nonfinancial intangible assets (except copyrighted works)"
"911",14460,2011,16112,17030,"54","Professional, scientific, and technical services"
"912",14460,2011,16112,17030,"541","Professional, scientific, and technical services"
"913",14460,2011,641,925,"55","Management of companies and enterprises"
"914",14460,2011,641,925,"551","Management of companies and enterprises"
"915",14460,2011,6196,7026,"56","Administrative and support and waste management and remediation services"
"916",14460,2011,5851,6605,"561","Administrative and support services"
"917",14460,2011,348,421,"562","Waste management and remediation services"
"918",14460,2011,1880,2006,"61","Educational services"
"919",14460,2011,1880,2006,"611","Educational services"
"920",14460,2011,9425,12803,"62","Health care and social assistance"
"921",14460,2011,6878,8092,"621","Ambulatory health care services"
"922",14460,2011,57,96,"622","Hospitals"
"923",14460,2011,445,1644,"623","Nursing and residential care facilities"
"924",14460,2011,2192,2971,"624","Social assistance"
"925",14460,2011,2009,2162,"71","Arts, entertainment, and recreation"
"926",14460,2011,497,507,"711","Performing arts, spectator sports, and related industries"
"927",14460,2011,148,168,"712","Museums, historical sites, and similar institutions"
"928",14460,2011,1364,1487,"713","Amusement, gambling, and recreation industries"
"929",14460,2011,8788,11447,"72","Accommodation and food services"
"930",14460,2011,457,606,"721","Accommodation"
"931",14460,2011,8338,10841,"722","Food services and drinking places"
"932",14460,2011,11171,12336,"81","Other services (except public administration)"
"933",14460,2011,3084,3280,"811","Repair and maintenance"
"934",14460,2011,3961,4872,"812","Personal and laundry services"
"935",14460,2011,4127,4184,"813","Religious, grantmaking, civic, professional, and similar organizations"
"936",14460,2011,323,323,"99","Industries not classified"
"937",14860,2011,22920,26725,"--","Total"
"938",14860,2011,15,15,"11","Agriculture, forestry, fishing and hunting"
"939",14860,2011,1,1,"114","Fishing, hunting and trapping"
"940",14860,2011,14,14,"115","Support activities for agriculture and forestry"
"941",14860,2011,13,15,"21","Mining, quarrying, and oil and gas extraction"
"942",14860,2011,1,1,"211","Oil and gas extraction"
"943",14860,2011,7,9,"212","Mining (except oil and gas)"
"944",14860,2011,5,5,"213","Support activities for mining"
"945",14860,2011,24,45,"22","Utilities"
"946",14860,2011,24,45,"221","Utilities"
"947",14860,2011,2179,2185,"23","Construction"
"948",14860,2011,632,633,"236","Construction of buildings"
"949",14860,2011,96,96,"237","Heavy and civil engineering construction"
"950",14860,2011,1451,1456,"238","Specialty trade contractors"
"951",14860,2011,842,863,"31-33","Manufacturing"
"952",14860,2011,63,63,"311","Food manufacturing"
"953",14860,2011,10,10,"312","Beverage and tobacco product manufacturing"
"954",14860,2011,5,5,"313","Textile mills"
"955",14860,2011,24,24,"314","Textile product mills"
"956",14860,2011,6,6,"315","Apparel manufacturing"
"957",14860,2011,2,2,"316","Leather and allied product manufacturing"
"958",14860,2011,19,19,"321","Wood product manufacturing"
"959",14860,2011,8,8,"322","Paper manufacturing"
"960",14860,2011,101,101,"323","Printing and related support activities"
"961",14860,2011,4,7,"324","Petroleum and coal products manufacturing"
"962",14860,2011,49,49,"325","Chemical manufacturing"
"963",14860,2011,32,32,"326","Plastics and rubber products manufacturing"
"964",14860,2011,27,30,"327","Nonmetallic mineral product manufacturing"
"965",14860,2011,10,12,"331","Primary metal manufacturing"
"966",14860,2011,144,145,"332","Fabricated metal product manufacturing"
"967",14860,2011,66,66,"333","Machinery manufacturing"
"968",14860,2011,81,82,"334","Computer and electronic product manufacturing"
"969",14860,2011,36,36,"335","Electrical equipment, appliance, and component manufacturing"
"970",14860,2011,22,24,"336","Transportation equipment manufacturing"
"971",14860,2011,59,59,"337","Furniture and related product manufacturing"
"972",14860,2011,83,83,"339","Miscellaneous manufacturing"
"973",14860,2011,1264,1391,"42","Wholesale trade"
"974",14860,2011,633,723,"423","Merchant wholesalers, durable goods"
"975",14860,2011,445,473,"424","Merchant wholesalers, nondurable goods"
"976",14860,2011,195,195,"425","Wholesale electronic markets and agents and brokers"
"977",14860,2011,2674,3485,"44-45","Retail trade"
"978",14860,2011,205,246,"441","Motor vehicle and parts dealers"
"979",14860,2011,172,239,"442","Furniture and home furnishings stores"
"980",14860,2011,119,174,"443","Electronics and appliance stores"
"981",14860,2011,251,301,"444","Building material and garden equipment and supplies dealers"
"982",14860,2011,484,549,"445","Food and beverage stores"
"983",14860,2011,157,285,"446","Health and personal care stores"
"984",14860,2011,217,248,"447","Gasoline stations"
"985",14860,2011,361,621,"448","Clothing and clothing accessories stores"
"986",14860,2011,173,208,"451","Sporting goods, hobby, book, and music stores"
"987",14860,2011,39,62,"452","General merchandise stores"
"988",14860,2011,305,346,"453","Miscellaneous store retailers"
"989",14860,2011,202,206,"454","Nonstore retailers"
"990",14860,2011,423,472,"48-49","Transportation and warehousing"
"991",14860,2011,16,17,"481","Air transportation"
"992",14860,2011,19,19,"483","Water transportation"
"993",14860,2011,98,100,"484","Truck transportation"
"994",14860,2011,135,157,"485","Transit and ground passenger transportation"
"995",14860,2011,3,5,"486","Pipeline transportation"
"996",14860,2011,107,112,"488","Support activities for transportation"
"997",14860,2011,25,39,"492","Couriers and messengers"
"998",14860,2011,23,23,"493","Warehousing and storage"
"999",14860,2011,411,569,"51","Information"
"1000",14860,2011,167,183,"511","Publishing industries (except Internet)"
"1001",14860,2011,92,101,"512","Motion picture and sound recording industries"
"1002",14860,2011,17,23,"515","Broadcasting (except Internet)"
"1003",14860,2011,47,152,"517","Telecommunications"
"1004",14860,2011,43,47,"518","Data processing, hosting and related services"
"1005",14860,2011,55,63,"519","Other information services"
"1006",14860,2011,1632,2455,"52","Finance and insurance"
"1007",14860,2011,219,720,"522","Credit intermediation and related activities"
"1008",14860,2011,955,1154,"523","Securities, commodity contracts, and other financial investments and related activities"
"1009",14860,2011,474,571,"524","Insurance carriers and related activities"
"1010",14860,2011,10,10,"525","Funds, trusts, and other financial vehicles"
"1011",14860,2011,832,1034,"53","Real estate and rental and leasing"
"1012",14860,2011,733,891,"531","Real estate"
"1013",14860,2011,83,127,"532","Rental and leasing services"
"1014",14860,2011,16,16,"533","Lessors of nonfinancial intangible assets (except copyrighted works)"
"1015",14860,2011,3334,3480,"54","Professional, scientific, and technical services"
"1016",14860,2011,3334,3480,"541","Professional, scientific, and technical services"
"1017",14860,2011,223,279,"55","Management of companies and enterprises"
"1018",14860,2011,223,279,"551","Management of companies and enterprises"
"1019",14860,2011,1721,1842,"56","Administrative and support and waste management and remediation services"
"1020",14860,2011,1600,1711,"561","Administrative and support services"
"1021",14860,2011,121,131,"562","Waste management and remediation services"
"1022",14860,2011,436,452,"61","Educational services"
"1023",14860,2011,436,452,"611","Educational services"
"1024",14860,2011,2286,2805,"62","Health care and social assistance"
"1025",14860,2011,1753,1999,"621","Ambulatory health care services"
"1026",14860,2011,8,9,"622","Hospitals"
"1027",14860,2011,80,210,"623","Nursing and residential care facilities"
"1028",14860,2011,464,587,"624","Social assistance"
"1029",14860,2011,516,546,"71","Arts, entertainment, and recreation"
"1030",14860,2011,170,171,"711","Performing arts, spectator sports, and related industries"
"1031",14860,2011,38,39,"712","Museums, historical sites, and similar institutions"
"1032",14860,2011,309,336,"713","Amusement, gambling, and recreation industries"
"1033",14860,2011,1890,2187,"72","Accommodation and food services"
"1034",14860,2011,77,87,"721","Accommodation"
"1035",14860,2011,1813,2100,"722","Food services and drinking places"
"1036",14860,2011,2460,2557,"81","Other services (except public administration)"
"1037",14860,2011,571,586,"811","Repair and maintenance"
"1038",14860,2011,966,1047,"812","Personal and laundry services"
"1039",14860,2011,923,924,"813","Religious, grantmaking, civic, professional, and similar organizations"
"1040",14860,2011,48,48,"99","Industries not classified"
"1041",25540,2011,23550,29007,"--","Total"
"1042",25540,2011,20,20,"11","Agriculture, forestry, fishing and hunting"
"1043",25540,2011,1,1,"113","Forestry and logging"
"1044",25540,2011,1,1,"114","Fishing, hunting and trapping"
"1045",25540,2011,18,18,"115","Support activities for agriculture and forestry"
"1046",25540,2011,12,15,"21","Mining, quarrying, and oil and gas extraction"
"1047",25540,2011,11,14,"212","Mining (except oil and gas)"
"1048",25540,2011,1,1,"213","Support activities for mining"
"1049",25540,2011,22,48,"22","Utilities"
"1050",25540,2011,22,48,"221","Utilities"
"1051",25540,2011,2586,2599,"23","Construction"
"1052",25540,2011,651,652,"236","Construction of buildings"
"1053",25540,2011,157,159,"237","Heavy and civil engineering construction"
"1054",25540,2011,1779,1788,"238","Specialty trade contractors"
"1055",25540,2011,1578,1643,"31-33","Manufacturing"
"1056",25540,2011,91,94,"311","Food manufacturing"
"1057",25540,2011,15,16,"312","Beverage and tobacco product manufacturing"
"1058",25540,2011,7,7,"313","Textile mills"
"1059",25540,2011,24,24,"314","Textile product mills"
"1060",25540,2011,5,5,"315","Apparel manufacturing"
"1061",25540,2011,1,1,"316","Leather and allied product manufacturing"
"1062",25540,2011,36,36,"321","Wood product manufacturing"
"1063",25540,2011,21,21,"322","Paper manufacturing"
"1064",25540,2011,125,128,"323","Printing and related support activities"
"1065",25540,2011,4,7,"324","Petroleum and coal products manufacturing"
"1066",25540,2011,43,45,"325","Chemical manufacturing"
"1067",25540,2011,51,52,"326","Plastics and rubber products manufacturing"
"1068",25540,2011,41,48,"327","Nonmetallic mineral product manufacturing"
"1069",25540,2011,17,17,"331","Primary metal manufacturing"
"1070",25540,2011,527,537,"332","Fabricated metal product manufacturing"
"1071",25540,2011,196,199,"333","Machinery manufacturing"
"1072",25540,2011,75,76,"334","Computer and electronic product manufacturing"
"1073",25540,2011,45,45,"335","Electrical equipment, appliance, and component manufacturing"
"1074",25540,2011,83,92,"336","Transportation equipment manufacturing"
"1075",25540,2011,74,75,"337","Furniture and related product manufacturing"
"1076",25540,2011,118,118,"339","Miscellaneous manufacturing"
"1077",25540,2011,1267,1395,"42","Wholesale trade"
"1078",25540,2011,796,891,"423","Merchant wholesalers, durable goods"
"1079",25540,2011,303,330,"424","Merchant wholesalers, nondurable goods"
"1080",25540,2011,172,174,"425","Wholesale electronic markets and agents and brokers"
"1081",25540,2011,3009,4273,"44-45","Retail trade"
"1082",25540,2011,332,436,"441","Motor vehicle and parts dealers"
"1083",25540,2011,162,239,"442","Furniture and home furnishings stores"
"1084",25540,2011,100,164,"443","Electronics and appliance stores"
"1085",25540,2011,284,346,"444","Building material and garden equipment and supplies dealers"
"1086",25540,2011,668,767,"445","Food and beverage stores"
"1087",25540,2011,163,370,"446","Health and personal care stores"
"1088",25540,2011,228,316,"447","Gasoline stations"
"1089",25540,2011,313,623,"448","Clothing and clothing accessories stores"
"1090",25540,2011,162,227,"451","Sporting goods, hobby, book, and music stores"
"1091",25540,2011,42,130,"452","General merchandise stores"
"1092",25540,2011,312,376,"453","Miscellaneous store retailers"
"1093",25540,2011,267,279,"454","Nonstore retailers"
"1094",25540,2011,469,565,"48-49","Transportation and warehousing"
"1095",25540,2011,17,20,"481","Air transportation"
"1096",25540,2011,1,1,"483","Water transportation"
"1097",25540,2011,220,224,"484","Truck transportation"
"1098",25540,2011,65,113,"485","Transit and ground passenger transportation"
"1099",25540,2011,3,5,"486","Pipeline transportation"
"1100",25540,2011,7,7,"487","Scenic and sightseeing transportation"
"1101",25540,2011,95,102,"488","Support activities for transportation"
"1102",25540,2011,36,53,"492","Couriers and messengers"
"1103",25540,2011,31,40,"493","Warehousing and storage"
"1104",25540,2011,281,511,"51","Information"
"1105",25540,2011,86,104,"511","Publishing industries (except Internet)"
"1106",25540,2011,58,65,"512","Motion picture and sound recording industries"
"1107",25540,2011,26,42,"515","Broadcasting (except Internet)"
"1108",25540,2011,36,197,"517","Telecommunications"
"1109",25540,2011,42,56,"518","Data processing, hosting and related services"
"1110",25540,2011,43,47,"519","Other information services"
"1111",25540,2011,1186,2024,"52","Finance and insurance"
"1112",25540,2011,210,695,"522","Credit intermediation and related activities"
"1113",25540,2011,322,405,"523","Securities, commodity contracts, and other financial investments and related activities"
"1114",25540,2011,676,923,"524","Insurance carriers and related activities"
"1115",25540,2011,1,1,"525","Funds, trusts, and other financial vehicles"
"1116",25540,2011,794,1030,"53","Real estate and rental and leasing"
"1117",25540,2011,688,866,"531","Real estate"
"1118",25540,2011,95,153,"532","Rental and leasing services"
"1119",25540,2011,11,11,"533","Lessors of nonfinancial intangible assets (except copyrighted works)"
"1120",25540,2011,2657,2816,"54","Professional, scientific, and technical services"
"1121",25540,2011,2657,2816,"541","Professional, scientific, and technical services"
"1122",25540,2011,169,252,"55","Management of companies and enterprises"
"1123",25540,2011,169,252,"551","Management of companies and enterprises"
"1124",25540,2011,1458,1584,"56","Administrative and support and waste management and remediation services"
"1125",25540,2011,1362,1469,"561","Administrative and support services"
"1126",25540,2011,97,115,"562","Waste management and remediation services"
"1127",25540,2011,373,385,"61","Educational services"
"1128",25540,2011,373,385,"611","Educational services"
"1129",25540,2011,2557,3545,"62","Health care and social assistance"
"1130",25540,2011,1854,2353,"621","Ambulatory health care services"
"1131",25540,2011,16,20,"622","Hospitals"
"1132",25540,2011,189,440,"623","Nursing and residential care facilities"
"1133",25540,2011,549,732,"624","Social assistance"
"1134",25540,2011,441,472,"71","Arts, entertainment, and recreation"
"1135",25540,2011,99,100,"711","Performing arts, spectator sports, and related industries"
"1136",25540,2011,37,39,"712","Museums, historical sites, and similar institutions"
"1137",25540,2011,305,333,"713","Amusement, gambling, and recreation industries"
"1138",25540,2011,2081,2615,"72","Accommodation and food services"
"1139",25540,2011,125,144,"721","Accommodation"
"1140",25540,2011,1956,2471,"722","Food services and drinking places"
"1141",25540,2011,2933,3181,"81","Other services (except public administration)"
"1142",25540,2011,778,832,"811","Repair and maintenance"
"1143",25540,2011,937,1120,"812","Personal and laundry services"
"1144",25540,2011,1218,1229,"813","Religious, grantmaking, civic, professional, and similar organizations"
"1145",25540,2011,34,34,"99","Industries not classified"
"1146",35300,2011,16441,19261,"--","Total"
"1147",35300,2011,8,8,"11","Agriculture, forestry, fishing and hunting"
"1148",35300,2011,4,4,"114","Fishing, hunting and trapping"
"1149",35300,2011,4,4,"115","Support activities for agriculture and forestry"
"1150",35300,2011,10,12,"21","Mining, quarrying, and oil and gas extraction"
"1151",35300,2011,10,12,"212","Mining (except oil and gas)"
"1152",35300,2011,18,34,"22","Utilities"
"1153",35300,2011,18,34,"221","Utilities"
"1154",35300,2011,1683,1687,"23","Construction"
"1155",35300,2011,397,397,"236","Construction of buildings"
"1156",35300,2011,77,77,"237","Heavy and civil engineering construction"
"1157",35300,2011,1210,1213,"238","Specialty trade contractors"
"1158",35300,2011,1127,1167,"31-33","Manufacturing"
"1159",35300,2011,86,86,"311","Food manufacturing"
"1160",35300,2011,7,7,"312","Beverage and tobacco product manufacturing"
"1161",35300,2011,6,6,"313","Textile mills"
"1162",35300,2011,17,19,"314","Textile product mills"
"1163",35300,2011,8,8,"315","Apparel manufacturing"
"1164",35300,2011,2,2,"316","Leather and allied product manufacturing"
"1165",35300,2011,25,25,"321","Wood product manufacturing"
"1166",35300,2011,18,19,"322","Paper manufacturing"
"1167",35300,2011,93,97,"323","Printing and related support activities"
"1168",35300,2011,5,11,"324","Petroleum and coal products manufacturing"
"1169",35300,2011,36,37,"325","Chemical manufacturing"
"1170",35300,2011,46,46,"326","Plastics and rubber products manufacturing"
"1171",35300,2011,29,31,"327","Nonmetallic mineral product manufacturing"
"1172",35300,2011,22,25,"331","Primary metal manufacturing"
"1173",35300,2011,303,308,"332","Fabricated metal product manufacturing"
"1174",35300,2011,119,119,"333","Machinery manufacturing"
"1175",35300,2011,102,102,"334","Computer and electronic product manufacturing"
"1176",35300,2011,38,38,"335","Electrical equipment, appliance, and component manufacturing"
"1177",35300,2011,41,42,"336","Transportation equipment manufacturing"
"1178",35300,2011,49,49,"337","Furniture and related product manufacturing"
